Time,T,P,Ia,Ambient_humidity,Ambient_temperature
2024/3/1 2:23,16.60000038,0,0,75.11,11.6
2024/3/1 2:24,16.60000038,0,0,74.83,11.7
2024/3/1 2:25,16.60000038,0,0,74.56,11.75
2024/3/1 2:26,16.60000038,0,0,74.53,11.8
2024/3/1 2:27,16.39999962,0,0,74.37,11.8
2024/3/1 2:28,16.39999962,0,0,74.42,11.8
2024/3/1 2:29,16.39999962,0,0,74.78,11.8
2024/3/1 2:30,16.39999962,0,0,75.32,11.7
2024/3/1 2:31,16.39999962,0,0,75.33,11.7
2024/3/1 2:32,16.39999962,0,0,75.19,11.7
2024/3/1 2:33,16.39999962,0,0,75.12,11.7
2024/3/1 2:34,16.39999962,0,0,75.04,11.7
2024/3/1 2:35,16.39999962,0,0,75.01,11.7
2024/3/1 2:36,16.39999962,0,0,75.17,11.7
2024/3/1 2:37,16.39999962,0,0,75.28,11.7
2024/3/1 2:38,16.39999962,0,0,75.26,11.6
2024/3/1 2:39,16.39999962,0,0,74.87,11.7
2024/3/1 2:40,16.39999962,0,0,74.89,11.7
2024/3/1 2:41,16.39999962,0,0,74.76,11.7
2024/3/1 2:42,16.39999962,0,0,74.55,11.75
2024/3/1 2:43,16.39999962,0,0,74.49,11.8
2024/3/1 2:44,16.39999962,0,0,74.76,11.7
2024/3/1 2:45,16.39999962,0,0,74.76,11.7
2024/3/1 2:46,16.39999962,0,0,74.83,11.7
2024/3/1 2:47,16.39999962,0,0,74.93,11.7
2024/3/1 2:48,16.39999962,0,0,74.64,11.7
2024/3/1 2:49,16.39999962,0,0,74.92,11.7
2024/3/1 2:50,16.39999962,0,0,74.87,11.7
2024/3/1 2:51,16.39999962,0,0,74.69,11.7
2024/3/1 2:52,16.39999962,0,0,74.69,11.7
2024/3/1 2:53,16.39999962,0,0,74.54,11.7
2024/3/1 2:54,16.39999962,0,0,74.92,11.7
2024/3/1 2:55,16.39999962,0,0,75.06,11.7
2024/3/1 2:56,16.39999962,0,0,75.21,11.65
2024/3/1 2:57,16.39999962,0,0,75.43,11.6
2024/3/1 2:58,16.39999962,0,0,75.8,11.6
2024/3/1 2:59,16.39999962,0,0,75.9,11.6
2024/3/1 3:00,16.39999962,0,0,75.75,11.55
2024/3/1 3:01,16.39999962,0,0,75.4,11.6
2024/3/1 3:02,16.39999962,0,0,75.5,11.6
2024/3/1 3:03,16.39999962,0,0,75.54,11.6
2024/3/1 3:04,16.39999962,0,0,75.46,11.6
2024/3/1 3:05,16.39999962,0,0,75.21,11.6
2024/3/1 3:06,16.39999962,0,0,75.26,11.6
2024/3/1 3:07,16.39999962,0,0,75.57,11.55
2024/3/1 3:08,16.39999962,0,0,76,11.5
2024/3/1 3:09,16.39999962,0,0,75.93,11.5
2024/3/1 3:10,16.39999962,0,0,75.87,11.5
2024/3/1 3:11,16.39999962,0,0,75.87,11.4
2024/3/1 3:12,16.39999962,0,0,75.98,11.4
2024/3/1 3:13,16.39999962,0,0,75.66,11.45
2024/3/1 3:14,16.39999962,0,0,75.3,11.5
2024/3/1 3:15,16.39999962,0,0,75.28,11.5
2024/3/1 3:16,16.39999962,0,0,75.21,11.5
2024/3/1 3:17,16.39999962,0,0,74.98,11.5
2024/3/1 3:18,16.39999962,0,0,75.07,11.5
2024/3/1 3:19,16.20000076,0,0,75.11,11.5
2024/3/1 3:20,16.20000076,0,0,75.15,11.5
2024/3/1 3:21,16.20000076,0,0,75.28,11.5
2024/3/1 3:22,16.20000076,0,0,75.48,11.5
2024/3/1 3:23,16.20000076,0,0,75.53,11.45
2024/3/1 3:24,16.20000076,0,0,75.37,11.5
2024/3/1 3:25,16.20000076,0,0,75.28,11.5
2024/3/1 3:26,16.20000076,0,0,75.36,11.5
2024/3/1 3:27,16.20000076,0,0,75.55,11.4
2024/3/1 3:28,16.20000076,0,0,75.75,11.4
2024/3/1 3:29,16.20000076,0,0,75.87,11.4
2024/3/1 3:30,16.20000076,0,0,75.93,11.4
2024/3/1 3:31,16.20000076,0,0,75.69,11.4
2024/3/1 3:32,16.20000076,0,0,75.44,11.4
2024/3/1 3:33,16.20000076,0,0,75.3,11.5
2024/3/1 3:34,16.20000076,0,0,75.12,11.5
2024/3/1 3:35,16.20000076,0,0,75.15,11.5
2024/3/1 3:36,16.20000076,0,0,74.99,11.5
2024/3/1 3:37,16.20000076,0,0,74.96,11.5
2024/3/1 3:38,16.20000076,0,0,75.12,11.5
2024/3/1 3:39,16.20000076,0,0,75.26,11.5
2024/3/1 3:40,16.20000076,0,0,75.21,11.5
2024/3/1 3:41,16.20000076,0,0,75.26,11.45
2024/3/1 3:42,16.20000076,0,0,75.22,11.4
2024/3/1 3:43,16.20000076,0,0,75.06,11.45
2024/3/1 3:44,16.20000076,0,0,74.94,11.5
2024/3/1 3:45,16.20000076,0,0,75.01,11.45
2024/3/1 3:46,16.20000076,0,0,74.94,11.45
2024/3/1 3:47,16.20000076,0,0,74.91,11.5
2024/3/1 3:48,16.20000076,0,0,74.94,11.5
2024/3/1 3:49,16.20000076,0,0,74.91,11.5
2024/3/1 3:50,16.20000076,0,0,75.05,11.45
2024/3/1 3:51,16.20000076,0,0,74.89,11.5
2024/3/1 3:52,16.20000076,0,0,74.69,11.5
2024/3/1 3:53,16.20000076,0,0,74.8,11.5
2024/3/1 3:54,16.20000076,0,0,75.25,11.4
2024/3/1 3:55,16.20000076,0,0,75.3,11.4
2024/3/1 3:56,16.20000076,0,0,75.6,11.35
2024/3/1 3:57,16.20000076,0,0,75.69,11.3
2024/3/1 3:58,16.20000076,0,0,75.78,11.3
2024/3/1 3:59,16.20000076,0,0,75.69,11.3
2024/3/1 4:00,16,0,0,75.9,11.3
2024/3/1 4:01,16,0,0,75.91,11.2
2024/3/1 4:02,16,0,0,75.43,11.3
2024/3/1 4:03,16,0,0,75.43,11.3
2024/3/1 4:04,16,0,0,75.31,11.4
2024/3/1 4:05,16,0,0,75.46,11.3
2024/3/1 4:06,16,0,0,75.64,11.3
2024/3/1 4:07,16,0,0,76.06,11.25
2024/3/1 4:08,16,0,0,75.99,11.25
2024/3/1 4:09,16,0,0,75.99,11.3
2024/3/1 4:10,16,0,0,76.43,11.2
2024/3/1 4:11,16,0,0,76.69,11.2
2024/3/1 4:12,16,0,0,76.86,11.15
2024/3/1 4:13,16,0,0,77.05,11.1
2024/3/1 4:14,16,0,0,77.31,11.1
2024/3/1 4:15,16,0,0,77.15,11.1
2024/3/1 4:16,16,0,0,76.6,11.15
2024/3/1 4:17,16,0,0,76.01,11.25
2024/3/1 4:18,16,0,0,76.03,11.3
2024/3/1 4:19,16,0,0,76.05,11.3
2024/3/1 4:20,16,0,0,75.9,11.3
2024/3/1 4:21,16,0,0,75.93,11.3
2024/3/1 4:22,16,0,0,75.9,11.3
2024/3/1 4:23,16,0,0,76.05,11.3
2024/3/1 4:24,16,0,0,76.19,11.3
2024/3/1 4:25,16,0,0,76.54,11.3
2024/3/1 4:26,16,0,0,76.9,11.2
2024/3/1 4:27,16,0,0,76.96,11.2
2024/3/1 4:28,16,0,0,76.69,11.2
2024/3/1 4:29,16,0,0,76.83,11.2
2024/3/1 4:30,16,0,0,77.22,11.2
2024/3/1 4:31,16,0,0,77.41,11.1
2024/3/1 4:32,16,0,0,77.37,11.1
2024/3/1 4:33,16,0,0,77.06,11.2
2024/3/1 4:34,16,0,0,77.14,11.2
2024/3/1 4:35,16,0,0,77.17,11.2
2024/3/1 4:36,16,0,0,77.16,11.2
2024/3/1 4:37,16,0,0,77.01,11.2
2024/3/1 4:38,16,0,0,76.74,11.2
2024/3/1 4:39,16,0,0,77,11.2
2024/3/1 4:40,16,0,0,77.08,11.2
2024/3/1 4:41,16,0,0,77.33,11.2
2024/3/1 4:42,16,0,0,77.47,11.1
2024/3/1 4:43,16,0,0,77.11,11.2
2024/3/1 4:44,16,0,0,76.74,11.25
2024/3/1 4:45,16,0,0,76.89,11.2
2024/3/1 4:46,16,0,0,77.26,11.2
2024/3/1 4:47,16,0,0,77.37,11.2
2024/3/1 4:48,16,0,0,77.08,11.2
2024/3/1 4:49,16,0,0,76.9,11.2
2024/3/1 4:50,16,0,0,76.54,11.3
2024/3/1 4:51,16,0,0,76.36,11.3
2024/3/1 4:52,16,0,0,76.16,11.3
2024/3/1 4:53,16,0,0,76.25,11.3
2024/3/1 4:54,16,0,0,76.42,11.3
2024/3/1 4:55,16,0,0,76.51,11.3
2024/3/1 4:56,16,0,0,76.44,11.3
2024/3/1 4:57,16,0,0,76.16,11.35
2024/3/1 4:58,16,0,0,76.11,11.4
2024/3/1 4:59,16,0,0,76.14,11.4
2024/3/1 5:00,16.20000076,0,0,76.33,11.4
2024/3/1 5:01,16.20000076,0,0,76.49,11.3
2024/3/1 5:02,16.20000076,0,0,76.24,11.3
2024/3/1 5:03,16.20000076,0,0,75.51,11.45
2024/3/1 5:04,16.20000076,0,0,74.73,11.55
2024/3/1 5:05,16.20000076,0,0,74.26,11.65
2024/3/1 5:06,16.39999962,0,0,74.87,11.65
2024/3/1 5:07,16.39999962,0,0,75.23,11.55
2024/3/1 5:08,16.39999962,0,0,75.55,11.5
2024/3/1 5:09,16.39999962,0,0,76.01,11.45
2024/3/1 5:10,16.39999962,0,0,76.21,11.4
2024/3/1 5:11,16.39999962,0,0,76.01,11.45
2024/3/1 5:12,16.39999962,0,0,76.16,11.5
2024/3/1 5:13,16.39999962,0,0,76.21,11.4
2024/3/1 5:14,16.39999962,0,0,76.06,11.45
2024/3/1 5:15,16.39999962,0,0,75.94,11.5
2024/3/1 5:16,16.39999962,0,0,75.69,11.5
2024/3/1 5:17,16.39999962,0,0,75.3,11.55
2024/3/1 5:18,16.60000038,0,0,75.01,11.6
2024/3/1 5:19,16.60000038,0,0,75.03,11.6
2024/3/1 5:20,16.60000038,0,0,74.91,11.6
2024/3/1 5:21,16.60000038,0,0,74.81,11.7
2024/3/1 5:22,16.60000038,0,0,74.71,11.7
2024/3/1 5:23,16.60000038,0,0,74.68,11.7
2024/3/1 5:24,16.60000038,0,0,74.68,11.7
2024/3/1 5:25,16.60000038,0,0,74.49,11.7
2024/3/1 5:26,16.60000038,0,0,74.07,11.75
2024/3/1 5:27,16.60000038,0,0,73.81,11.8
2024/3/1 5:28,16.79999924,0,0,73.93,11.8
2024/3/1 5:29,16.79999924,0,0,74.22,11.8
2024/3/1 5:30,16.79999924,0,0,74.17,11.8
2024/3/1 5:31,16.79999924,0,0,74.14,11.75
2024/3/1 5:32,16.79999924,0,0,74.12,11.75
2024/3/1 5:33,16.79999924,0,0,74.11,11.75
2024/3/1 5:34,16.79999924,0,0,74.04,11.75
2024/3/1 5:35,16.79999924,0,0,74.26,11.7
2024/3/1 5:36,16.79999924,0,0,74.21,11.7
2024/3/1 5:37,16.79999924,0,0,73.94,11.7
2024/3/1 5:38,16.79999924,0,0,73.85,11.8
2024/3/1 5:39,16.79999924,0,0,73.87,11.7
2024/3/1 5:40,16.79999924,0,0,73.66,11.8
2024/3/1 5:41,16.79999924,0,0,73.49,11.8
2024/3/1 5:42,16.79999924,0,0,73.33,11.8
2024/3/1 5:43,16.79999924,0,0,73.44,11.8
2024/3/1 5:44,17,0,0,73.42,11.8
2024/3/1 5:45,17,0,0,73.65,11.8
2024/3/1 5:46,17,0,0,73.76,11.75
2024/3/1 5:47,17,0,0,73.71,11.7
2024/3/1 5:48,17,0,0,73.47,11.7
2024/3/1 5:49,17,0,0,73.37,11.75
2024/3/1 5:50,17,0,0,73.26,11.75
2024/3/1 5:51,16.79999924,0,0,73.29,11.8
2024/3/1 5:52,16.79999924,0,0,73.64,11.7
2024/3/1 5:53,16.79999924,0,0,73.61,11.7
2024/3/1 5:54,16.79999924,0,0,73.68,11.7
2024/3/1 5:55,16.79999924,0,0,73.76,11.65
2024/3/1 5:56,16.79999924,0,0,73.49,11.7
2024/3/1 5:57,16.79999924,0,0,73.62,11.65
2024/3/1 5:58,16.79999924,0,0,73.44,11.6
2024/3/1 5:59,16.79999924,0,0,73.06,11.7
2024/3/1 6:00,16.79999924,0,0,72.87,11.8
2024/3/1 6:01,16.79999924,0,0,72.92,11.7
2024/3/1 6:02,16.79999924,0,0,72.92,11.7
2024/3/1 6:03,16.79999924,0,0,73.24,11.7
2024/3/1 6:04,16.79999924,0,0,73.37,11.7
2024/3/1 6:05,16.79999924,0,0,73.37,11.7
2024/3/1 6:06,16.79999924,0,0,73.28,11.7
2024/3/1 6:07,16.79999924,0,0,73.22,11.7
2024/3/1 6:08,16.79999924,0,0,73.14,11.7
2024/3/1 6:09,16.79999924,0,0,73.19,11.7
2024/3/1 6:10,16.79999924,0,0,73.15,11.7
2024/3/1 6:11,16.79999924,0,0,73.03,11.7
2024/3/1 6:12,16.79999924,0,0,72.83,11.8
2024/3/1 6:13,16.79999924,0,0,72.85,11.8
2024/3/1 6:14,16.79999924,0,0,73.33,11.75
2024/3/1 6:15,16.79999924,0,0,73.66,11.7
2024/3/1 6:16,16.79999924,0,0,73.69,11.7
2024/3/1 6:17,16.79999924,0,0,73.49,11.7
2024/3/1 6:18,16.79999924,0,0,73.19,11.8
2024/3/1 6:19,16.79999924,0,0,73.28,11.7
2024/3/1 6:20,16.79999924,0,0,73.33,11.7
2024/3/1 6:21,16.79999924,0,0,73.25,11.8
2024/3/1 6:22,16.79999924,0,0,73.24,11.8
2024/3/1 6:23,16.79999924,0,0,73.23,11.8
2024/3/1 6:24,17,0,0,73.32,11.8
2024/3/1 6:25,17,0,0,73.49,11.7
2024/3/1 6:26,17,0,0,73.57,11.7
2024/3/1 6:27,17.20000076,0,0,73.55,11.7
2024/3/1 6:28,17.20000076,0,0,73.6,11.7
2024/3/1 6:29,17.39999962,0,0,73.55,11.75
2024/3/1 6:30,17.39999962,0,0,73.51,11.8
2024/3/1 6:31,17.60000038,0,0,73.56,11.8
2024/3/1 6:32,17.60000038,0,0,73.51,11.8
2024/3/1 6:33,17.79999924,0.13,0.088,73.47,11.8
2024/3/1 6:34,16.79999924,0.2,0.088,73.57,11.8
2024/3/1 6:35,16.79999924,0.27,0.088,73.33,11.8
2024/3/1 6:36,16.60000038,0.32,0.088,73.03,11.8
2024/3/1 6:37,16.39999962,0.39,0.088,73.01,11.9
2024/3/1 6:38,16.39999962,0.44,0.291000009,72.98,11.8
2024/3/1 6:39,16.39999962,0.5,0.291000009,72.66,11.9
2024/3/1 6:40,16.39999962,0.6,0.291000009,73.04,11.85
2024/3/1 6:41,16.39999962,0.68,0.509000003,73.21,11.8
2024/3/1 6:42,16.39999962,0.78,0.509000003,73.26,11.8
2024/3/1 6:43,16.39999962,0.88,0.632000029,72.97,11.85
2024/3/1 6:44,16.39999962,0.99,0.632000029,72.73,11.9
2024/3/1 6:45,16.39999962,1.15,0.632000029,72.4,11.95
2024/3/1 6:46,16.39999962,1.31,0.91900003,72.31,11.95
2024/3/1 6:47,16.60000038,1.49,0.91900003,72.17,12
2024/3/1 6:48,16.60000038,1.64,1.143000007,72.18,12
2024/3/1 6:49,16.60000038,1.67,1.143000007,71.89,12
2024/3/1 6:50,16.79999924,1.96,1.345000029,71.67,12.1
2024/3/1 6:51,16.79999924,2.2,1.54400003,71.98,12.05
2024/3/1 6:52,16.79999924,2.43,1.54400003,72.28,12
2024/3/1 6:53,17,2.64,1.748000026,72.01,12
2024/3/1 6:54,17,2.96,1.950999975,72.28,12
2024/3/1 6:55,17,3.19,2.151000023,72.75,11.9
2024/3/1 6:56,17.20000076,3.31,2.151000023,72.99,11.9
2024/3/1 6:57,17.20000076,3.44,2.354000092,73.1,11.8
2024/3/1 6:58,17.20000076,3.62,2.555999994,73.11,11.8
2024/3/1 6:59,17.39999962,3.77,2.555999994,72.86,11.8
2024/3/1 7:00,17.39999962,4,2.756000042,72.62,11.9
2024/3/1 7:01,17.39999962,4.27,2.960000038,71.94,11.95
2024/3/1 7:02,17.39999962,4.52,3.181999922,71.48,12.05
2024/3/1 7:03,17.60000038,5,3.388000011,71.28,12.1
2024/3/1 7:04,17.60000038,5.75,4.02699995,71.15,12.1
2024/3/1 7:05,17.60000038,6.1,4.249000072,70.78,12.15
2024/3/1 7:06,17.60000038,6.71,4.709000111,70.54,12.2
2024/3/1 7:07,17.79999924,6.9,4.709000111,70.53,12.2
2024/3/1 7:08,17.79999924,7.44,5.15199995,70.37,12.2
2024/3/1 7:09,17.79999924,9.42,6.592000008,70.56,12.2
2024/3/1 7:10,18,11.21,7.741000175,70.44,12.2
2024/3/1 7:11,18,11.91,8.170000076,70.42,12.2
2024/3/1 7:12,18,12.6,8.805999756,70.65,12.2
2024/3/1 7:13,18,13.46,9.430000305,70.91,12.2
2024/3/1 7:14,18.20000076,14.94,10.31099987,70.62,12.2
2024/3/1 7:15,18.20000076,15.67,10.95499992,70.56,12.25
2024/3/1 7:16,18.39999962,16.5,11.46800041,70.33,12.3
2024/3/1 7:17,18.39999962,19.83,13.92700005,70.28,12.3
2024/3/1 7:18,18.60000038,22.11,15.52600002,69.96,12.4
2024/3/1 7:19,18.60000038,22.76,15.94699955,69.64,12.4
2024/3/1 7:20,18.60000038,24.38,17.08399963,69.17,12.5
2024/3/1 7:21,18.79999924,24.33,17.08399963,68.94,12.55
2024/3/1 7:22,19,23.78,16.88299942,68.72,12.6
2024/3/1 7:23,19,22.69,15.74800014,68.58,12.65
2024/3/1 7:24,19.20000076,22.21,15.74800014,68.12,12.7
2024/3/1 7:25,19.20000076,21.88,15.32999992,67.97,12.7
2024/3/1 7:26,19.39999962,20.74,14.69400024,68.37,12.7
2024/3/1 7:27,19.39999962,12.77,9.090000153,68.48,12.7
2024/3/1 7:28,19.60000038,16.89,11.89900017,68.51,12.7
2024/3/1 7:29,19.60000038,13.8,9.673000336,68.44,12.7
2024/3/1 7:30,19.79999924,11.48,8.111000061,68.19,12.7
2024/3/1 7:31,19.79999924,11.2,7.828999996,67.96,12.8
2024/3/1 7:32,20,11.48,8.024999619,67.66,12.8
2024/3/1 7:33,20,11.47,8.046999931,67.47,12.8
2024/3/1 7:34,20,13.18,9.276000023,67.62,12.8
2024/3/1 7:35,20.20000076,16.89,11.88599968,67.58,12.8
2024/3/1 7:36,20.20000076,21.86,15.32299995,67.35,12.9
2024/3/1 7:37,20.20000076,22.15,15.56099987,67.06,12.9
2024/3/1 7:38,20.20000076,29.14,20.35000038,66.61,13
2024/3/1 7:39,20.39999962,28.53,20.01099968,66.35,13
2024/3/1 7:40,20.39999962,14.48,10.15299988,66.17,13.1
2024/3/1 7:41,20.39999962,19.35,13.59799957,66.15,13.15
2024/3/1 7:42,20.60000038,32.07,22.33699989,65.83,13.2
2024/3/1 7:43,20.60000038,33.25,23.2159996,65.24,13.3
2024/3/1 7:44,20.60000038,35.33,24.72100067,64.86,13.3
2024/3/1 7:45,20.79999924,36.78,25.80900002,64.6,13.4
2024/3/1 7:46,20.79999924,39.37,27.54599953,64.42,13.5
2024/3/1 7:47,21,41.82,29.18799973,64.01,13.55
2024/3/1 7:48,21,43,30.12299919,63.69,13.6
2024/3/1 7:49,21.20000076,43.64,30.5529995,63.56,13.7
2024/3/1 7:50,21.20000076,46.31,32.2859993,63.11,13.7
2024/3/1 7:51,21.39999962,49.67,34.76900101,63.28,13.75
2024/3/1 7:52,21.39999962,48.88,34.10900116,63.45,13.8
2024/3/1 7:53,21.60000038,45.58,32.0870018,63.25,13.8
2024/3/1 7:54,21.79999924,40.02,27.8939991,63.25,13.8
2024/3/1 7:55,22,42.03,29.46100044,63.89,13.85
2024/3/1 7:56,22,47.18,33.02799988,63.76,13.9
2024/3/1 7:57,22.20000076,51.26,35.95600128,63.46,13.95
2024/3/1 7:58,22.20000076,24.59,17.2689991,62.56,14.05
2024/3/1 7:59,22.39999962,54.32,38.04199982,62.43,14.1
